4. FACILITY NAME,8. ST,23. INDUSTRY SECTOR,37. CHEMICAL,42. CLEAN AIR ACT CHEMICAL,46. CARCINOGEN,47. PBT,48. PFAS,65. ON-SITE RELEASE TOTAL,88. OFF-SITE RELEASE TOTAL,104. OFF-SITE TREATED TOTAL,106. 6.2 - TOTAL TRANSFER,107. TOTAL RELEASES,115. 8.4 - RECYCLING ON SITE,116. 8.5 - RECYCLING OFF SIT,117. 8.6 - TREATMENT ON SITE,118. 8.7 - TREATMENT OFF SITE,119. PRODUCTION WSTE (8.1-8.7)
POET BIOREFINING-NORTH MANCHESTER LLC,IN,Chemicals,Acetaldehyde,YES,YES,NO,NO,9929.0,0.0,0.0,0.0,9929.0,0.0,0.0,250000.0,0.0,259929.0
3M CHEMICAL OPERATIONS' CORDOVA FACILITY,IL,Chemicals,Diethyl sulfate,YES,YES,NO,NO,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0
ENTEGRIS INC,TX,Chemicals,Titanium tetrachloride,YES,NO,NO,NO,1000.0,0.0,6782.0,6782.0,1000.0,0.0,0.0,0.0,6782.0,7782.0
GOWAN MILLING LLC,AZ,Chemicals,Thiophanate-methyl,NO,NO,NO,NO,0.0,0.0,858.64,858.64,0.0,0.0,0.0,0.0,858.64,858.64
M-I LLC,LA,Chemicals,Ethylbenzene,YES,YES,NO,NO,75.0,0.0,10.0,10.0,75.0,0.0,0.0,0.0,10.0,85.0
CHEMOURS WASHINGTON WORKS,WV,Chemicals,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",YES,NO,NO,NO,3211.0,0.0,0.0,0.0,3211.0,0.0,0.0,930184.0,0.0,933390.0
WESTLAKE VINYLS INC,KY,Chemicals,Dioxin and dioxin-like compounds,YES,YES,YES,NO,237.32,88544.51,0.0,88544.51,88781.83,0.0,0.0,0.0,0.0,88781.83
SABIC INNOVATIVE PLASTICS US LLC,IL,Chemicals,Methyl methacrylate,YES,NO,NO,NO,5038.0,10.0,0.0,10.0,5048.0,0.0,0.0,10148.0,0.0,15196.0
LANXESS - CENTRAL,AR,Chemicals,Chloropicrin,NO,NO,NO,NO,11.0,0.0,6000.0,6000.0,11.0,0.0,0.0,533.0,6000.0,6544.0
SI GROUP INC,SC,Chemicals,Hydrogen cyanide,YES,NO,NO,NO,1060.0,0.0,0.0,0.0,1060.0,0.0,0.0,366110.0,0.0,367170.0
COLORITE POLYMERS,NJ,Chemicals,Barium compounds (except for barium sulfate (CAS No. 7727-43-7)),NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POET BIOREFINING COON RAPIDS LLC,IA,Chemicals,Formic acid,NO,NO,NO,NO,1100.0,0.0,0.0,0.0,1100.0,0.0,0.0,28000.0,0.0,29100.0
DOW CHEMICAL CO FREEPORT FACILITY,TX,Chemicals,Ethylbenzene,YES,YES,NO,NO,0.0,0.0,7.0,438.0,0.0,0.0,0.0,0.0,7.0,438.0
KOBO PRODUCTS INC.,NJ,Chemicals,Zinc compounds,NO,NO,NO,NO,0.0,9000.0,0.0,9000.0,9000.0,0.0,0.0,0.0,0.0,9000.0
BUCKEYE INTERNATIONAL INC.,MO,Chemicals,Nonylphenol Ethoxylates,NO,NO,NO,NO,0.0,531.52,169.48,701.0,531.52,0.0,0.0,0.0,169.48,701.0
BIG RIVER UNITED ENERGY LLC,IA,Chemicals,Toluene,YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST CHARLES OPERATIONS (TAFT/STAR) UNION CARBIDE CORP,LA,Chemicals,N-Hydroxyethylethylenediamine,NO,NO,NO,NO,916.0,0.0,29.0,29.0,916.0,0.0,0.0,346246.0,29.0,347191.0
THARALDSON ETHANOL PLANT I LLC,ND,Chemicals,Benzene,YES,YES,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CELANESE EMULSIONS ENOREE PLANT,SC,Chemicals,Ethylene,NO,NO,NO,NO,44900.0,0.0,0.0,0.0,44900.0,0.0,0.0,2820000.0,0.0,2864000.0
WEYLCHEM US INC.,SC,Chemicals,"1,3-Phenylenediamine",NO,NO,NO,NO,539.0,1.0,74527.0,74528.0,540.0,0.0,0.0,12.0,74527.0,75079.0
WORTHEN INDUSTRIES INC UPACO DIV,NH,Chemicals,"N,N-Dimethylformamide",YES,YES,NO,NO,37.0,0.0,756.0,7219.0,37.0,0.0,0.0,0.0,756.0,7256.0
HUNTSMAN PETROCHEMICAL LLC PORT NECHES FACILITY,TX,Chemicals,Methanol,YES,NO,NO,NO,2546.0,0.0,30.0,30.0,2546.0,0.0,0.0,236.0,30.0,14882933.0
ELANTAS PDG INC,MO,Chemicals,Xylene (mixed isomers),YES,NO,NO,NO,4748.0,8.06,188.24,31409.7,4756.06,0.0,0.0,40.1,186.4,36195.9
FRONT RANGE ENERGY,CO,Chemicals,Ammonia,NO,NO,NO,NO,74.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,74.0
THE DOW CHEMICAL CO - LOUISIANA OPERATIONS,LA,Chemicals,Toluene,YES,NO,NO,NO,1068.0,0.0,857.0,7580.0,1068.0,0.0,0.0,170182.0,857.0,178830.0
WILBUR ELLIS CO LLC RIO LINDA HUB,CA,Chemicals,"2,4-D",YES,YES,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIG RIVER RESOURCES WEST BURLINGTON LLC,IA,Chemicals,n-Hexane,YES,NO,NO,NO,6312.92,0.0,0.0,0.0,6312.92,0.0,0.0,1366.61,0.0,7679.53
GCP APPLIED TECHNOLOGIES INC,IL,Chemicals,Polycyclic aromatic compounds,YES,YES,YES,NO,1.2,187.4,0.0,190.2,188.6,0.0,2.8,0.0,0.0,191.4
ECO-SERVICES OPERATIONS,LA,Chemicals,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",YES,NO,NO,NO,425.8,0.0,0.0,0.0,425.8,0.0,0.0,181722.6,0.0,182148.4
MOBILE PAINT MANUFACTURING CO INC,AL,Chemicals,Barium compounds (except for barium sulfate (CAS No. 7727-43-7)),NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HALDOR TOPSOE INC,TX,Chemicals,Nickel  And Nickel Compounds,YES,YES,NO,NO,334.1,18859.29,0.0,18859.29,19193.39,0.0,0.0,0.0,0.0,19193.39
ENTEGRIS INC.,PA,Chemicals,Toluene,YES,NO,NO,NO,211.0,181338.0,71981.0,445308.0,181549.0,0.0,0.0,0.0,71981.0,445519.0
AMERICAN CHROME & CHEMICALS INC,TX,Chemicals,Ammonia,NO,NO,NO,NO,1148.0,0.0,0.0,0.0,1148.0,0.0,0.0,0.0,0.0,1148.0
CF INDUSTRIES NITROGEN LLC-PORT NEAL NITROGEN COMPLEX,IA,Chemicals,Ammonia,NO,NO,NO,NO,1558809.0,0.0,0.0,0.0,1558809.0,1225859.0,0.0,2098015.0,0.0,4882683.0
PILOT INDUSTRIES OF TEXAS INC,TX,Chemicals,Benzene,YES,YES,NO,NO,500.0,250.0,1255.0,1505.0,750.0,0.0,0.0,4639.0,1255.0,6644.0
ALLNEX USA INC,SC,Chemicals,"4,4'-Isopropylidenediphenol",YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COS-MAR CO,LA,Chemicals,Ethylbenzene,YES,YES,NO,NO,37002.6,0.0,2301.0,2401.0,37002.6,290000.0,100.0,65000.0,2301.0,463403.6
DYNO NOBEL- ST.HELENS PLANT,OR,Chemicals,Ammonia,NO,NO,NO,NO,6105712.0,0.0,0.0,0.0,6105712.0,0.0,0.0,0.0,0.0,6105574.0
NALCO FRESNO FACILITY,TX,Chemicals,"1,2,4-Trimethylbenzene",NO,NO,NO,NO,235.2,6211.0,10542.0,65449.0,6446.2,0.0,48696.0,0.0,10542.0,65684.2
EASTMAN CHEMICAL CO TEXAS OPERATIONS,TX,Chemicals,Chloroform,YES,YES,NO,NO,29531.0,0.0,0.0,0.0,29531.0,0.0,0.0,86024.0,0.0,156467.0
BIOENERGY DEVELOPMENT GROUP LLC,TN,Chemicals,Methanol,YES,NO,NO,NO,4600.0,162827.12,1872511.88,2035339.0,167427.12,100621904.0,0.0,0.0,1872511.88,102661843.0
PCI NITROGEN LLC,TX,Chemicals,Mercury compounds,YES,NO,YES,NO,0.0,33.5,0.0,33.5,33.5,0.0,0.0,0.0,0.0,33.5
BASF CORPORATION/CLEMSON SITE,SC,Chemicals,Ethylene glycol,YES,NO,NO,NO,25.73,0.0,0.0,17338.0,25.73,0.0,0.0,0.0,0.0,17363.73
ASCENT CHEMICALS,SC,Chemicals,Zinc compounds,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOLVAY SPECIALTY POLYMERS USA LLC,TX,Chemicals,Ethylene,NO,NO,NO,NO,22917.0,0.0,0.0,0.0,22917.0,0.0,0.0,505999.0,0.0,528916.0
VALERO RENEWABLE FUELS CO LLC,OH,Chemicals,Toluene,YES,NO,NO,NO,52.0,0.0,0.0,0.0,52.0,0.0,0.0,208.0,0.0,260.0
NIACET CORP,NY,Chemicals,Chloroacetic acid,YES,NO,NO,NO,500.0,0.0,0.0,0.0,500.0,395000.0,0.0,360000.0,0.0,755500.0
POET BIOREFINING - FAIRMONT LLC,NE,Chemicals,Nitric acid,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOLVAY USA INC,CA,Chemicals,Acrylic acid,YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FORMOSA PLASTICS CORP TEXAS,TX,Chemicals,"1,1,1,2-Tetrachloroethane",NO,YES,NO,NO,0.0,11430.0,236483.0,257948.0,11430.0,0.0,0.0,0.0,236483.0,257948.0
INFINEUM USA LP-BAYWAY CHEMICAL PLANT,NJ,Chemicals,Hydrogen sulfide,NO,NO,NO,NO,3.0,0.0,0.0,0.0,3.0,0.0,0.0,45.0,0.0,48.0
SIGMA-ALDRICH MANUFACTURING LLC,MO,Chemicals,Ammonia,NO,NO,NO,NO,250.0,14893.6,21965.4,36859.0,15143.6,0.0,0.0,0.0,21965.4,37109.0
BASF CORP,LA,Chemicals,Nitric acid,NO,NO,NO,NO,40.0,0.0,0.0,0.0,40.0,0.0,0.0,2100.0,0.0,2140.0
FORMOSA PLASTICS CORP LOUISIANA,LA,Chemicals,Chloroform,YES,YES,NO,NO,2812.0,0.0,123332.0,123332.0,2812.0,0.0,0.0,634445.0,123332.0,760589.0
AVEDA CORP,MN,Chemicals,Certain glycol ethers,YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUBRIZOL ADVANCED MATERIALS,OH,Chemicals,Diisocyanates,NO,NO,NO,NO,62.33,0.0,23247.0,23247.0,62.33,0.0,0.0,0.0,23247.0,23309.33
SHERWIN-WILLIAMS CO,KY,Chemicals,Antimony compounds,YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMTALL INCORPORATED; FLOCRYL LLC,GA,Chemicals,N-Methylolacrylamide,NO,NO,NO,NO,0.0,1500.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,1500.0
IOWA FERTILIZER CO,IA,Chemicals,Molybdenum trioxide,NO,YES,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIGHLINE WARREN LLC,MA,Chemicals,Ethylene glycol,YES,NO,NO,NO,83.0,0.0,0.0,387.0,83.0,0.0,387.0,0.0,0.0,470.0
CARBOLINE GLOBAL INC.,LA,Chemicals,Ethylbenzene,YES,YES,NO,NO,566.0,0.0,634.0,20159.0,566.0,0.0,19.0,0.0,634.0,20725.0
PATRICK INDUSTRIES INC. D/B/A ALPHA SYSTEMS,IN,Chemicals,Toluene,YES,NO,NO,NO,8370.0,9453.0,0.0,100550.0,17823.0,0.0,45222.0,0.0,0.0,108920.0
INDORAMA VENTURES,AL,Chemicals,Cobalt  And Cobalt Compounds,YES,YES,NO,NO,9880.0,39813.0,0.0,39813.0,49693.0,0.0,0.0,0.0,0.0,49693.0
ASIA UNION ELECTRONIC CHEMICALS,NV,Chemicals,Nitric acid,NO,NO,NO,NO,246.3,0.0,0.0,0.0,246.3,0.0,0.0,0.0,0.0,246.3
NIPPON SHOKUBAI AMERICA INDUSTRIES INC. (FORMERLY NA INDUSTR,TN,Chemicals,Butyl acrylate,NO,NO,NO,NO,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
PEMCO INTERNATIONAL,AL,Chemicals,Cobalt compounds,YES,YES,NO,NO,374.4,19881.0,0.0,19881.0,20255.4,0.0,0.0,0.0,0.0,20255.4
EQUISTAR CHEMICALS LP,TX,Chemicals,Propylene,NO,NO,NO,NO,61409.72,0.0,0.0,0.0,61409.72,0.0,0.0,6793445.0,0.0,6854854.72
MAPEI CORP,IL,Chemicals,Lithium carbonate,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENCHEM AMERICA INC.,GA,Chemicals,"1,3-Propane sultone",YES,YES,NO,NO,0.08,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.08
MADISON INDUSTRIES,NJ,Chemicals,Copper  And Copper Compounds,NO,NO,NO,NO,5.0,162644.0,0.0,162644.0,162649.0,0.0,0.0,0.0,0.0,162649.0
RUST-OLEUM CORP,NJ,Chemicals,Sodium nitrite,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUDSON TECHNOLOGIES CO,CA,Chemicals,Dichlorodifluoromethane (CFC-12),NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HARRELL'S COATINGS SOLUTIONS LLC,AL,Chemicals,Diisocyanates,NO,NO,NO,NO,21.0,0.0,103.0,103.0,21.0,0.0,0.0,461.0,103.0,585.0
BOLD FORMULATORS LLC TIFTON PLANT,GA,Chemicals,Diuron,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JONES-BLAIR CO,TX,Chemicals,Zinc compounds,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINCOLNLAND AGRI-ENERGY LLC,IL,Chemicals,Acrolein,YES,YES,NO,NO,210.0,0.0,0.0,0.0,210.0,0.0,0.0,26800.0,0.0,27010.0
WILBUR ELLIS MT VERNON,WA,Chemicals,Potassium N-methyldithiocarbamate,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CORNERSTONE CHEMICAL CO,LA,Chemicals,Cyanide compounds,YES,NO,NO,NO,564127.0,0.0,9470.0,9470.0,564127.0,0.0,0.0,0.0,9470.0,573597.0
RUST-OLEUM CORP,WI,Chemicals,Methyl isobutyl ketone,YES,YES,NO,NO,25.0,32.0,0.0,5999.0,57.0,61691.0,0.0,0.0,0.0,67715.0
SSC-AUGUSTA,GA,Chemicals,"Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,NO,NO,NO,600.0,0.0,0.0,0.0,600.0,0.0,0.0,1376.0,0.0,1976.0
3M CHEMICAL OPERATIONS' COTTAGE GROVE FACILITY,MN,Chemicals,Nickel  And Nickel Compounds,YES,YES,NO,NO,31.47,1893.5,0.0,1893.5,1924.97,0.0,0.0,0.0,0.0,1924.97
AURORIUM DWG LLC,PA,Chemicals,Ammonia,NO,NO,NO,NO,1334.0,0.56,416.84,417.4,1334.56,0.0,0.0,0.0,416.84,1751.4
TMS MANUFACTURING,IL,Chemicals,Xylene (mixed isomers),YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PATRIOT RENEWABLE FUELS LLC DBA CHS INC.,IL,Chemicals,Nitric acid,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEOLIA - MORSES MILL,NJ,Chemicals,Hydrogen sulfide,NO,NO,NO,NO,245.0,0.0,0.0,0.0,245.0,0.0,0.0,0.0,0.0,245.0
NUFARM AMERICAS INC (DBA RIVERDALE CHEMICAL),IL,Chemicals,Triethylamine,YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRC-DESOTO INTERNATIONAL INC.,CA,Chemicals,Nickel  And Nickel Compounds,YES,YES,NO,NO,9.76,0.38,0.0,0.38,10.14,0.0,0.0,0.0,0.0,10.14
TRINSEO LLC,GA,Chemicals,Vinylidene chloride,YES,YES,NO,NO,153.0,0.0,257.0,1741.0,153.0,1313.0,0.0,192330.0,257.0,195537.0
LUBRIZOL ADVANCED MATERIALS INC,KY,Chemicals,Allyl chloride,YES,NO,NO,NO,98.7,0.0,6489.0,6489.0,98.7,0.0,0.0,3230.0,6489.0,9817.7
AGROCHEMUSA INC,NY,Chemicals,Copper compounds,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INGEVITY ARKANSAS LLC,AR,Chemicals,Maleic anhydride,YES,NO,NO,NO,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0
TRINKOTE INDUSTRAIL FINISHES INC,TX,Chemicals,Toluene,YES,NO,NO,NO,500.0,255.0,0.0,255.0,755.0,0.0,0.0,0.0,0.0,755.0
BOSTIK INC.,OH,Chemicals,"N,N-Dimethylformamide",YES,YES,NO,NO,28.0,0.0,0.0,79615.0,28.0,0.0,0.0,0.0,0.0,79643.0
ROHM & HAAS CHEMICALS LLC,PA,Chemicals,Styrene,YES,YES,NO,NO,145.45,2803.0,6685.0,9634.0,2948.45,0.0,0.0,2494.0,6685.0,12273.45
SUMITOMO BAKELITE N.A. INC,CT,Chemicals,Tetrabromobisphenol A,YES,NO,YES,NO,0.1,53.0,0.0,53.0,53.1,0.0,0.0,148.0,0.0,201.1
DOW CHEMICAL CO FREEPORT FACILITY,TX,Chemicals,Allyl alcohol,NO,NO,NO,NO,97.0,0.0,0.0,0.0,97.0,0.0,0.0,127413.0,0.0,127510.0
ULTRA ADDITIVES LLC,SC,Chemicals,Certain glycol ethers,YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHERWIN-WILLIAMS CO,IL,Chemicals,Methanol,YES,NO,NO,NO,2.0,0.0,443.0,929.0,2.0,0.0,0.0,0.0,443.0,931.0
FAR RESEARCH INC. (DBA FAR CHEMICAL INC.),FL,Chemicals,n-Hexane,YES,NO,NO,NO,1030.0,0.0,0.0,19600.0,1030.0,31000.0,0.0,0.0,0.0,51630.0
EASIWAY SYSTEMS INC.,MN,Chemicals,Certain glycol ethers,YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMVAC CHEMICAL CO,AL,Chemicals,Naled,NO,NO,NO,NO,10.0,7489.0,0.0,7489.0,7499.0,0.0,0.0,0.0,0.0,7499.0
AMERICAN ACRYL LP,TX,Chemicals,Formaldehyde,YES,YES,NO,NO,345.0,552.96,6377.04,7614.0,897.96,0.0,0.0,45706.0,6377.04,53655.0
DOW SILICONES CORP,KY,Chemicals,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",YES,NO,NO,NO,7900.0,0.0,0.0,0.0,7900.0,0.0,0.0,2500000.0,0.0,2507900.0
POLYNT COMPOSITES USA INC.,GA,Chemicals,Maleic anhydride,YES,NO,NO,NO,571.8,0.0,400.0,525.0,571.8,0.0,0.0,0.0,400.0,1096.8
CHASE CORP-PITTSBURGH,PA,Chemicals,Toluene,YES,NO,NO,NO,39.76,0.0,3480.0,3480.0,39.76,0.0,0.0,0.0,3480.0,3519.76
KOCH FERTILIZER ENID LLC,OK,Chemicals,Formaldehyde,YES,YES,NO,NO,16100.0,0.0,0.0,0.0,16100.0,0.0,0.0,0.0,0.0,16100.0
THE WHITAKER CO,SC,Chemicals,Xylene (mixed isomers),YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1I BRANCH - SPECIALTY SERVICES COMPLEX,TX,Chemicals,Ammonia,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXXONMOBIL CHEMICAL CO BAYTOWN OLEFINS PLANT (PART),TX,Chemicals,"Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,NO,NO,NO,5300.0,0.0,0.0,0.0,5300.0,0.0,0.0,0.0,0.0,5300.0
EXXONMOBIL CHEMICAL CO BAYTOWN OLEFINS PLANT (PART),TX,Chemicals,Chromium  and Chromium Compounds(except for chromite ore mined in the Transvaal Region),YES,NO,NO,NO,48287.0,485.0,0.0,514.0,48772.0,0.0,29.0,0.0,0.0,48801.0
TREMCO CPG INC MAMECO DIV,OH,Chemicals,"Toluene-2,4-diisocyanate",YES,YES,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHROMASCAPE,SC,Chemicals,Copper compounds,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3M CHEMICAL OPERATIONS' DECATUR FACILITY,AL,Chemicals,Diisocyanates,NO,NO,NO,NO,0.0,0.0,3431.0,3431.0,0.0,0.0,0.0,0.0,3431.0,3431.0
ARXADA LLC,PA,Chemicals,Dichlorobromomethane,NO,YES,NO,NO,248.6,0.497,0.223,0.72,249.097,0.0,0.0,0.0,0.223,249.32
COOPERS CREEK CHEMICAL CORP,PA,Chemicals,Dibenzofuran,YES,NO,NO,NO,175.0,0.0,967.0,967.0,175.0,0.0,0.0,0.0,927.0,1102.0
POLYNT COMPOSITES USA INC.,MO,Chemicals,Maleic anhydride,YES,NO,NO,NO,36.0,189.0,0.0,189.0,225.0,0.0,0.0,320.0,0.0,545.0
KEMIRA WATER SOLUTIONS INC.,GA,Chemicals,Chlorine dioxide,NO,NO,NO,NO,165.0,0.0,0.0,0.0,165.0,0.0,0.0,826470.0,0.0,826635.0
COVESTRO,WV,Chemicals,Hydrazine,YES,YES,NO,NO,14.4,0.0,0.0,0.0,14.4,0.0,0.0,188.0,0.0,202.4
UNIVERTICAL LLC,IN,Chemicals,Zinc compounds,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALLNEX USA INC.,IL,Chemicals,Butyl acrylate,NO,NO,NO,NO,108.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,108.0
PPG INDUSTRIES OHIO INC CIRCLEVILLE OH,OH,Chemicals,Xylene (mixed isomers),YES,NO,NO,NO,1231.0,322.0,94243.0,134833.0,1553.0,3420481.0,40268.0,61647.0,94243.0,6396399.0
ARKEMA COATING RESINS PLANT,CA,Chemicals,Acrylamide,YES,YES,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FARRELL-CALHOUN INC,TN,Chemicals,Ethylbenzene,YES,YES,NO,NO,898.1,0.0,0.0,0.0,898.1,2369.0,0.0,0.0,0.0,3267.1
CORTEVA AGRISCIENCE LLC - EL PASO PLANT,IL,Chemicals,Diuron,NO,NO,NO,NO,0.0,0.0,12860.0,12860.0,0.0,2126.0,0.0,0.0,12860.0,14986.0
BASF CORP,MI,Chemicals,Copper  And Copper Compounds,NO,NO,NO,NO,0.2,180.0,0.0,180.0,180.2,0.0,0.0,0.0,0.0,180.2
EVONIK CORP,AR,Chemicals,Chromium  and Chromium Compounds(except for chromite ore mined in the Transvaal Region),YES,NO,NO,NO,12.0,99298.03,0.0,99298.03,99310.03,0.0,0.0,0.0,0.0,99310.03
ASCEND PERFORMANCE MATERIALS-CHOCOLATE BAYOU PLANT,TX,Chemicals,Xylene (mixed isomers),YES,NO,NO,NO,70.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,70.0
NUTRIEN US LLC,TX,Chemicals,Ammonia,NO,NO,NO,NO,1140702.0,0.0,0.0,0.0,1140702.0,0.0,0.0,0.0,0.0,1140702.0
BLUE FLINT ETHANOL,ND,Chemicals,Benzene,YES,YES,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXXONMOBIL BAYTOWN CHEMICAL PLANT (PART),TX,Chemicals,Xylene (mixed isomers),YES,NO,NO,NO,72688.0,1495.0,39128.0,40627.0,74183.0,0.0,0.0,680000.0,39128.0,793315.0
WESTLAKE PETROCHEMICALS ETHYLENE,LA,Chemicals,"1,2,4-Trimethylbenzene",NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECO-SERVICES OPERATIONS,LA,Chemicals,Chlorine,YES,NO,NO,NO,185.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,0.0,185.0
TRONOX LLC,MS,Chemicals,Carbonyl sulfide,YES,NO,NO,NO,208974.0,0.0,0.0,0.0,208974.0,0.0,0.0,3290316.0,0.0,3499290.0
SOLVAY USA LLC,MD,Chemicals,Acrylic acid,YES,NO,NO,NO,118.0,42.8,2304.2,2347.0,160.8,0.0,0.0,535.0,2304.2,3000.0
COFFEYVILLE RESOURCES NITROGEN FERTILIZERS LLC,KS,Chemicals,Cyclohexane,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHARMACIA HEPAR LLC,OH,Chemicals,Methanol,YES,NO,NO,NO,1077.0,323.3,3717.7,87651.0,1400.3,0.0,83610.0,0.0,3717.7,88728.0
WESTLAKE CHEMICALS & VINYLS LLC,LA,Chemicals,Chloroprene,YES,YES,NO,NO,8.31,0.0,0.0,0.0,8.31,0.0,0.0,0.0,0.0,142962.93
3V SIGMA USA,SC,Chemicals,Methanol,YES,NO,NO,NO,29919.0,0.0,0.0,267559.0,29919.0,0.0,0.0,55122.0,0.0,352600.0
DYSTAR LP,NC,Chemicals,Cyclohexane,NO,NO,NO,NO,10.0,0.0,250.0,250.0,10.0,0.0,0.0,0.0,250.0,260.0
HENKEL US OPERATIONS CORP,CA,Chemicals,Aluminum (fume or dust),NO,NO,NO,NO,36.0,0.0,2116.0,2288.0,36.0,0.0,172.0,0.0,2116.0,2324.0
COLONIAL CHEMICAL INC,TN,Chemicals,Benzyl chloride,YES,NO,NO,NO,4.64,0.0,0.0,0.0,4.64,0.0,0.0,0.0,0.0,4.64
ORION ENGINEERED CARBONS ORANGE PLANT,TX,Chemicals,Polycyclic aromatic compounds,YES,YES,YES,NO,3.282,20.272,0.0,20.272,23.554,0.0,0.0,0.0,0.0,23.554
ROHM & HAAS CHEMICALS LLC,IL,Chemicals,Acrylamide,YES,YES,NO,NO,3.0,0.544,2572.256,2572.8,3.544,0.0,0.0,0.01,2572.256,2575.81
NALCO CO,PA,Chemicals,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,NO,NO,NO,0.022,0.0,40.0,40.0,0.022,0.0,0.0,0.0,40.0,40.022
EVONIK CORP TIPPECANOE LABORATORIES,IN,Chemicals,Dichloromethane,YES,YES,NO,NO,3151.0,0.0,0.0,0.0,3151.0,0.0,0.0,63550.0,0.0,66701.0
INDORAMA VENTURES,AL,Chemicals,Formaldehyde,YES,YES,NO,NO,1911.0,0.0,0.0,0.0,1911.0,0.0,0.0,508634.0,0.0,510545.0
